Interaction_ID,Bait_UniProt,Bait_Gene,Prey_UniProt,Prey_Gene,ipSAE,Confidence,iPTM,Interface_pLDDT,PAE_Contacts_<3A,PAE_Contacts_<6A,Analysis_Version,AlphaFold_Version,Has_Experimental_Validation,Validation_Details
52,Q86WT1,IFT70A,Q9Y366,IFT52,0.6641053,Medium,0.76,85.032166,182,227,v4,AF3,Yes,"{""validation_summary"": {""is_validated"": true, ""strongest_method"": ""SF-TAP-MS"", ""validation_count"": 6, ""consensus_confidence"": ""high""}, ""experimental_methods"": [{""doi"": ""10.1038/ncomms11491"", ""pmid"": ""27173156"", ""notes"": """", ""study"": ""Boldt et al., 2016"", ""method"": ""SF-TAP-MS"", ""confidence"": ""high"", ""bait_protein"": ""TTC30A""}, {""doi"": """", ""pmid"": ""21911474"", ""notes"": ""Y2H evidence of direct protein-protein interaction."", ""study"": ""Zhao and Malicki, 2011"", ""method"": ""Y2H"", ""confidence"": ""high"", ""bait_protein"": ""IFT70A""}, {""doi"": """", ""pmid"": ""23900041"", ""notes"": ""Y2H evidence of direct protein-protein interaction."", ""study"": ""Howard et al., 2013"", ""method"": ""Y2H"", ""confidence"": ""high"", ""bait_protein"": ""IFT70A""}, {""pmid"": ""25349261"", ""notes"": """", ""study"": ""Taschner et al., 2014"", ""method"": ""Crystal structure"", ""confidence"": ""high""}, {""pmid"": ""21642430"", ""notes"": ""N-terminal IFT70 (1-226) binds central IFT52 (281-381)"", ""study"": ""Taschner et al., 2011"", ""method"": ""Biochemical reconstitution"", ""confidence"": ""high""}, {""pmid"": ""36354106"", ""notes"": ""IFT70/52(330-430)/46(165-319) crystal structure"", ""study"": ""Petriman et al., 2022"", ""method"": ""Crystal structure"", ""confidence"": ""high""}]}"
255,Q9Y366,IFT52,Q86WT1,IFT70A,0.66343486,Medium,0.76,85.59755,112,219,v4,AF3,Yes,"{""validation_summary"": {""is_validated"": true, ""strongest_method"": ""SF-TAP-MS"", ""validation_count"": 6, ""consensus_confidence"": ""high""}, ""experimental_methods"": [{""doi"": ""10.1038/ncomms11491"", ""pmid"": ""27173156"", ""notes"": """", ""study"": ""Boldt et al., 2016"", ""method"": ""SF-TAP-MS"", ""confidence"": ""high"", ""bait_protein"": ""TTC30A""}, {""doi"": """", ""pmid"": ""21911474"", ""notes"": ""Y2H evidence of direct protein-protein interaction."", ""study"": ""Zhao and Malicki, 2011"", ""method"": ""Y2H"", ""confidence"": ""high"", ""bait_protein"": ""IFT70A""}, {""doi"": """", ""pmid"": ""23900041"", ""notes"": ""Y2H evidence of direct protein-protein interaction."", ""study"": ""Howard et al., 2013"", ""method"": ""Y2H"", ""confidence"": ""high"", ""bait_protein"": ""IFT70A""}, {""pmid"": ""25349261"", ""notes"": """", ""study"": ""Taschner et al., 2014"", ""method"": ""Crystal structure"", ""confidence"": ""high""}, {""pmid"": ""21642430"", ""notes"": ""N-terminal IFT70 (1-226) binds central IFT52 (281-381)"", ""study"": ""Taschner et al., 2011"", ""method"": ""Biochemical reconstitution"", ""confidence"": ""high""}, {""pmid"": ""36354106"", ""notes"": ""IFT70/52(330-430)/46(165-319) crystal structure"", ""study"": ""Petriman et al., 2022"", ""method"": ""Crystal structure"", ""confidence"": ""high""}]}"
883,O75386,TULP3,P55010,EIF5,0.6625281,Medium,0.58,86.10948,27,34,v4,AF3,No,
99,Q8TDR0,TRAF3IP1,O00299,CLIC1,0.66031516,Medium,0.87,87.21239,16,47,v4,AF3,No,
321,Q8N3I7,BBS5,D6RGH6,MCIDAS,0.66007113,Medium,0.68,85.337395,58,75,v4,AF3,No,
202,Q9HBG6,IFT122,Q9P2L0,WDR35,0.6582769,Medium,0.71,79.167015,24,112,v4,AF3,Yes,"{""validation_summary"": {""is_validated"": true, ""strongest_method"": ""SF-TAP-MS"", ""validation_count"": 7, ""consensus_confidence"": ""high""}, ""experimental_methods"": [{""doi"": ""10.1038/ncomms11491"", ""pmid"": ""27173156"", ""notes"": """", ""study"": ""Boldt et al., 2016"", ""method"": ""SF-TAP-MS"", ""confidence"": ""high"", ""bait_protein"": ""IFT122""}, {""doi"": ""10.1016/j.cell.2024.07.024"", ""pmid"": ""39127041"", ""notes"": ""Cross-linking mass spectrometry (XL-MS) of retrograde IFT trains in Chlamydomonas reinhardtii. Cr-IFT121 (A8JFR3) ↔ Cr-IFT122 (H9CTG6) cross-link. Direct physical contact (~20-30Å). Confidence: high (in situ XL-MS)."", ""study"": ""Lacey et al., 2024"", ""method"": ""XL-MS"", ""confidence"": ""high"", ""bait_protein"": ""IFT121""}, {""pmid"": ""22275356"", ""notes"": ""Peripheral-to-core bridging interaction"", ""study"": ""Behal et al., 2012"", ""method"": ""Y2H"", ""confidence"": ""medium""}, {""pmid"": ""36346217"", ""notes"": ""DSSO crosslinking; Tetrahymena IFT-A"", ""study"": ""McCafferty et al., 2022"", ""method"": ""XL-MS"", ""confidence"": ""high""}, {""doi"": ""10.1016/j.cell.2022.11.033"", ""pmid"": ""36563665"", ""notes"": ""TPR heterodimer; Leishmania native IFT-A complex"", ""study"": ""Meleppattu et al., 2022"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}, {""pmid"": ""36462505"", ""notes"": ""TPR-mediated heterodimer; central to IFT-A"", ""study"": ""Hesketh et al., 2022"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}, {""doi"": ""10.1038/s41422-023-00778-3"", ""pmid"": ""36775821"", ""notes"": ""Major interface with large buried surface area; bridges subcomplexes"", ""study"": ""Jiang et al., 2023"", ""method"": ""Cryo-EM""}]}"
172,Q9BW83,IFT27,Q9Y547,IFT25,0.654327,Medium,0.84,92.66359,32,56,v4,AF3,Yes,"{""validation_summary"": {""is_validated"": true, ""strongest_method"": ""SF-TAP-MS"", ""validation_count"": 2, ""consensus_confidence"": ""high""}, ""experimental_methods"": [{""doi"": ""10.1038/ncomms11491"", ""pmid"": ""27173156"", ""notes"": """", ""study"": ""Boldt et al., 2016"", ""method"": ""SF-TAP-MS"", ""confidence"": ""high"", ""bait_protein"": ""HSPB11""}, {""doi"": """", ""pmid"": """", ""notes"": ""Crystal structure of Chlamydomonas IFT27/25 complex. Direct structural evidence of interaction."", ""study"": ""Bhogaraju et al., 2011"", ""method"": ""Crystal structure"", ""confidence"": ""high"", ""bait_protein"": ""IFT27""}]}"
266,Q9Y547,IFT25,A6NL82,CFAP144,0.652987,Medium,0.79,87.93545,23,33,v4,AF3,No,
364,Q8NFJ9,BBS1,Q3SYG4,BBS9,0.6523343,Medium,0.52,80.396286,63,132,v4,AF3,Yes,"{""validation_summary"": {""is_validated"": true, ""strongest_method"": ""Cryo-EM"", ""validation_count"": 4, ""consensus_confidence"": ""high""}, ""experimental_methods"": [{""doi"": ""10.1038/ncomms11491"", ""pmid"": ""27173156"", ""notes"": """", ""study"": ""Boldt et al., 2016"", ""method"": ""SF-TAP-MS"", ""confidence"": ""high"", ""bait_protein"": ""BBS9""}, {""pmid"": ""31939736"", ""notes"": ""3.1 Å; BBS9 C-terminal GAE, platform and α-helical domains engulf the GAE domain of BBS1 (PDB: 6VBU)"", ""study"": ""Singh et al., eLife 2020"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}, {""pmid"": ""31303482"", ""notes"": ""BBS9 engulfs BBS1 GAE domain; central scaffold; 4.9 Å + XL-MS + Y2H"", ""study"": ""Chou et al., 2019"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}, {""pmid"": ""31951201"", ""notes"": ""Human BBSome core; BBS9 forms structural scaffold; ~3.8 Å"", ""study"": ""Klink et al., 2020"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}]}"
986,Q3SYG4,BBS9,Q8NFJ9,BBS1,0.64633,Medium,0.52,80.71927,57,124,v4,AF3,Yes,"{""validation_summary"": {""is_validated"": true, ""strongest_method"": ""SF-TAP-MS"", ""validation_count"": 4, ""consensus_confidence"": ""high""}, ""experimental_methods"": [{""doi"": ""10.1038/ncomms11491"", ""pmid"": ""27173156"", ""notes"": """", ""study"": ""Boldt et al., 2016"", ""method"": ""SF-TAP-MS"", ""confidence"": ""high"", ""bait_protein"": ""BBS9""}, {""pmid"": ""31939736"", ""notes"": ""3.1 Å; BBS9 C-terminal GAE, platform and α-helical domains engulf the GAE domain of BBS1 (PDB: 6VBU)"", ""study"": ""Singh et al., eLife 2020"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}, {""pmid"": ""31303482"", ""notes"": ""BBS9 engulfs BBS1 GAE domain; central scaffold; 4.9 Å + XL-MS + Y2H"", ""study"": ""Chou et al., 2019"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}, {""pmid"": ""31951201"", ""notes"": ""Human BBSome core; BBS9 forms structural scaffold; ~3.8 Å"", ""study"": ""Klink et al., 2020"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}]}"
245,Q9P2L0,WDR35,Q9HBG6,IFT122,0.6455526,Medium,0.71,78.99843,21,104,v4,AF3,Yes,"{""validation_summary"": {""is_validated"": true, ""strongest_method"": ""SF-TAP-MS"", ""validation_count"": 7, ""consensus_confidence"": ""high""}, ""experimental_methods"": [{""doi"": ""10.1038/ncomms11491"", ""pmid"": ""27173156"", ""notes"": """", ""study"": ""Boldt et al., 2016"", ""method"": ""SF-TAP-MS"", ""confidence"": ""high"", ""bait_protein"": ""IFT122""}, {""doi"": ""10.1016/j.cell.2024.07.024"", ""pmid"": ""39127041"", ""notes"": ""Cross-linking mass spectrometry (XL-MS) of retrograde IFT trains in Chlamydomonas reinhardtii. Cr-IFT121 (A8JFR3) ↔ Cr-IFT122 (H9CTG6) cross-link. Direct physical contact (~20-30Å). Confidence: high (in situ XL-MS)."", ""study"": ""Lacey et al., 2024"", ""method"": ""XL-MS"", ""confidence"": ""high"", ""bait_protein"": ""IFT121""}, {""pmid"": ""22275356"", ""notes"": ""Peripheral-to-core bridging interaction"", ""study"": ""Behal et al., 2012"", ""method"": ""Y2H"", ""confidence"": ""medium""}, {""pmid"": ""36346217"", ""notes"": ""DSSO crosslinking; Tetrahymena IFT-A"", ""study"": ""McCafferty et al., 2022"", ""method"": ""XL-MS"", ""confidence"": ""high""}, {""doi"": ""10.1016/j.cell.2022.11.033"", ""pmid"": ""36563665"", ""notes"": ""TPR heterodimer; Leishmania native IFT-A complex"", ""study"": ""Meleppattu et al., 2022"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}, {""pmid"": ""36462505"", ""notes"": ""TPR-mediated heterodimer; central to IFT-A"", ""study"": ""Hesketh et al., 2022"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}, {""doi"": ""10.1038/s41422-023-00778-3"", ""pmid"": ""36775821"", ""notes"": ""Major interface with large buried surface area; bridges subcomplexes"", ""study"": ""Jiang et al., 2023"", ""method"": ""Cryo-EM""}]}"
884,O75386,TULP3,A6NCL1,GMNC,0.64029306,Medium,0.54,84.02227,23,51,v4,AF3,No,
322,Q8N3I7,BBS5,O95467,GNAS,0.6363958,Medium,0.66,89.73766,16,24,v4,AF3,No,
956,Q9UNT1,RABL2B,Q8NBT0,POC1A,0.6362975,Medium,0.67,84.11792,2,30,v4,AF3,No,
885,O75386,TULP3,Q15831,STK11,0.63555217,Medium,0.63,81.5632,18,45,v4,AF3,No,
437,Q9NQ48,LZTFL1,Q9NQ48,LZTFL1,0.6290676,Medium,0.43,83.0421,160,238,v4,AF3,No,
226,Q9NWB7,IFT57,Q9Y6A4,CFAP20,0.62772363,Medium,0.83,85.82279,26,33,v4,AF3,No,
987,Q3SYG4,BBS9,Q8N3I7,BBS5,0.6214371,Medium,0.72,83.776245,39,85,v4,AF3,Yes,"{""validation_summary"": {""is_validated"": true, ""strongest_method"": ""SF-TAP-MS"", ""validation_count"": 4, ""consensus_confidence"": ""high""}, ""experimental_methods"": [{""doi"": ""10.1038/ncomms11491"", ""pmid"": ""27173156"", ""notes"": """", ""study"": ""Boldt et al., 2016"", ""method"": ""SF-TAP-MS"", ""confidence"": ""high"", ""bait_protein"": ""BBS9""}, {""pmid"": ""31939736"", ""notes"": ""3.1 Å; Two PH domains of BBS5 both interact with β-propeller of BBS9 (PDB: 6VBU)"", ""study"": ""Singh et al., eLife 2020"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}, {""pmid"": ""31303482"", ""notes"": ""Both PH domains bind BBS9 β-propeller; 4.9 Å + XL-MS + Y2H"", ""study"": ""Chou et al., 2019"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}, {""pmid"": ""31951201"", ""notes"": ""Human BBSome core; BBS5 peripheral positioning; poorly resolved; ~3.8 Å"", ""study"": ""Klink et al., 2020"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}]}"
64,Q8IY31,IFT20,Q9UMX1,SUFU,0.6213019,Medium,0.52,88.44378,18,20,v4,AF3,No,
96,Q8NEZ3,WDR19,Q96RY7,IFT140,0.61810565,Medium,0.54,84.45237,68,69,v4,AF3,Yes,"{""validation_summary"": {""is_validated"": true, ""strongest_method"": ""Cryo-EM"", ""validation_count"": 7, ""consensus_confidence"": ""high""}, ""experimental_methods"": [{""pmid"": ""36462505"", ""notes"": ""TPR-mediated heterodimer; IFT-A1 module"", ""study"": ""Hesketh et al., 2022"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}, {""pmid"": ""22275356"", ""notes"": ""12S core subcomplex; stable in ift121 mutant"", ""study"": ""Behal et al., 2012"", ""method"": ""Biochemical reconstitution"", ""confidence"": ""high""}, {""doi"": ""10.1016/j.cell.2022.11.033"", ""pmid"": ""36563665"", ""notes"": ""TPR heterodimer; Leishmania IFT-A structure"", ""study"": ""Meleppattu et al., 2022"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}, {""doi"": ""10.1038/s41422-023-00778-3"", ""pmid"": ""36775821"", ""notes"": ""TPR1-6 head-to-tail interaction; core subcomplex"", ""study"": ""Jiang et al., 2023"", ""method"": ""Cryo-EM""}, {""doi"": ""10.1038/ncomms11491"", ""pmid"": ""27173156"", ""notes"": """", ""study"": ""Boldt et al., 2016"", ""method"": ""SF-TAP-MS"", ""confidence"": ""high"", ""bait_protein"": ""IFT140""}, {""pmid"": ""36346217"", ""notes"": ""DSSO crosslinking; Tetrahymena IFT-A"", ""study"": ""McCafferty et al., 2022"", ""method"": ""XL-MS"", ""confidence"": ""high""}, {""doi"": ""10.7554/eLife.69786"", ""pmid"": ""34734804"", ""notes"": ""IFT140 holocomplex; stable in wild-type"", ""study"": ""Quidwai et al., 2021"", ""method"": ""IP-MS"", ""confidence"": ""high""}]}"
886,O75386,TULP3,Q9UHG0,DCDC2,0.6175081,Medium,0.55,84.1043,38,56,v4,AF3,No,
166,Q96RY7,IFT140,Q8NEZ3,WDR19,0.6170063,Medium,0.54,85.46902,68,69,v4,AF3,Yes,"{""validation_summary"": {""is_validated"": true, ""strongest_method"": ""Cryo-EM"", ""validation_count"": 7, ""consensus_confidence"": ""high""}, ""experimental_methods"": [{""pmid"": ""36462505"", ""notes"": ""TPR-mediated heterodimer; IFT-A1 module"", ""study"": ""Hesketh et al., 2022"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}, {""pmid"": ""22275356"", ""notes"": ""12S core subcomplex; stable in ift121 mutant"", ""study"": ""Behal et al., 2012"", ""method"": ""Biochemical reconstitution"", ""confidence"": ""high""}, {""doi"": ""10.1016/j.cell.2022.11.033"", ""pmid"": ""36563665"", ""notes"": ""TPR heterodimer; Leishmania IFT-A structure"", ""study"": ""Meleppattu et al., 2022"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}, {""doi"": ""10.1038/s41422-023-00778-3"", ""pmid"": ""36775821"", ""notes"": ""TPR1-6 head-to-tail interaction; core subcomplex"", ""study"": ""Jiang et al., 2023"", ""method"": ""Cryo-EM""}, {""doi"": ""10.1038/ncomms11491"", ""pmid"": ""27173156"", ""notes"": """", ""study"": ""Boldt et al., 2016"", ""method"": ""SF-TAP-MS"", ""confidence"": ""high"", ""bait_protein"": ""IFT140""}, {""pmid"": ""36346217"", ""notes"": ""DSSO crosslinking; Tetrahymena IFT-A"", ""study"": ""McCafferty et al., 2022"", ""method"": ""XL-MS"", ""confidence"": ""high""}, {""doi"": ""10.7554/eLife.69786"", ""pmid"": ""34734804"", ""notes"": ""IFT140 holocomplex; stable in wild-type"", ""study"": ""Quidwai et al., 2021"", ""method"": ""IP-MS"", ""confidence"": ""high""}]}"
235,Q9P2H3,IFT80,Q9UG01,IFT172,0.6135375,Medium,0.77,85.60992,49,71,v4,AF3,Yes,"{""validation_summary"": {""is_validated"": true, ""strongest_method"": ""Pulldown"", ""validation_count"": 4, ""consensus_confidence"": ""high""}, ""experimental_methods"": [{""pmid"": """", ""notes"": ""Weak interaction, substoichiometric. TPR-TPR interaction (IFT172 626-785 with IFT80 583-627)"", ""study"": ""Petriman et al."", ""method"": ""Pulldown"", ""confidence"": ""medium""}, {""pmid"": """", ""notes"": ""Computational modeling of IFT80-IFT172 interaction"", ""study"": ""Petriman et al."", ""method"": ""AlphaFold_Modeling"", ""confidence"": ""medium""}, {""doi"": ""10.1038/ncomms11491"", ""pmid"": ""27173156"", ""notes"": """", ""study"": ""Boldt et al., 2016"", ""method"": ""SF-TAP-MS"", ""confidence"": ""high"", ""bait_protein"": ""IFT80""}, {""doi"": ""10.1016/j.cell.2024.07.024"", ""pmid"": ""39127041"", ""notes"": ""Cross-linking mass spectrometry (XL-MS) of retrograde IFT trains in Chlamydomonas reinhardtii. Cr-IFT172 (A0A2K3CP46) ↔ Cr-IFT80 (A5Z0S9) cross-link. Direct physical contact (~20-30Å). Confidence: high (in situ XL-MS)."", ""study"": ""Lacey et al., 2024"", ""method"": ""XL-MS"", ""confidence"": ""high"", ""bait_protein"": ""IFT172""}]}"
323,Q8N3I7,BBS5,Q16629,SRSF7,0.61226493,Medium,0.64,89.34024,23,24,v4,AF3,No,
953,Q9UG01,IFT172,Q9P2H3,IFT80,0.60844237,Medium,0.77,84.75402,51,73,v4,AF3,Yes,"{""validation_summary"": {""is_validated"": true, ""strongest_method"": ""Pulldown"", ""validation_count"": 4, ""consensus_confidence"": ""high""}, ""experimental_methods"": [{""pmid"": """", ""notes"": ""Weak interaction, substoichiometric. TPR-TPR interaction (IFT172 626-785 with IFT80 583-627)"", ""study"": ""Petriman et al."", ""method"": ""Pulldown"", ""confidence"": ""medium""}, {""pmid"": """", ""notes"": ""Computational modeling of IFT80-IFT172 interaction"", ""study"": ""Petriman et al."", ""method"": ""AlphaFold_Modeling"", ""confidence"": ""medium""}, {""doi"": ""10.1038/ncomms11491"", ""pmid"": ""27173156"", ""notes"": """", ""study"": ""Boldt et al., 2016"", ""method"": ""SF-TAP-MS"", ""confidence"": ""high"", ""bait_protein"": ""IFT80""}, {""doi"": ""10.1016/j.cell.2024.07.024"", ""pmid"": ""39127041"", ""notes"": ""Cross-linking mass spectrometry (XL-MS) of retrograde IFT trains in Chlamydomonas reinhardtii. Cr-IFT172 (A0A2K3CP46) ↔ Cr-IFT80 (A5Z0S9) cross-link. Direct physical contact (~20-30Å). Confidence: high (in situ XL-MS)."", ""study"": ""Lacey et al., 2024"", ""method"": ""XL-MS"", ""confidence"": ""high"", ""bait_protein"": ""IFT172""}]}"
125,Q96FT9,IFT43,Q9P2L0,WDR35,0.5973592,Medium,0.42,82.623825,69,121,v4,AF3,Yes,"{""validation_summary"": {""is_validated"": true, ""strongest_method"": ""SF-TAP-MS"", ""validation_count"": 6, ""consensus_confidence"": ""high""}, ""experimental_methods"": [{""doi"": ""10.1038/ncomms11491"", ""pmid"": ""27173156"", ""notes"": """", ""study"": ""Boldt et al., 2016"", ""method"": ""SF-TAP-MS"", ""confidence"": ""high"", ""bait_protein"": ""WDR35""}, {""pmid"": ""36346217"", ""notes"": ""DSSO crosslinking; Tetrahymena IFT-A"", ""study"": ""McCafferty et al., 2022"", ""method"": ""XL-MS"", ""confidence"": ""high""}, {""doi"": ""10.7554/eLife.69786"", ""pmid"": ""34734804"", ""notes"": ""Recombinant Chlamydomonas trimeric complex IFT139/121/43; SEC purification"", ""study"": ""Quidwai et al., 2021"", ""method"": ""Co-purification"", ""confidence"": ""high""}, {""pmid"": ""36462505"", ""notes"": ""IFT43 C-terminal region binds IFT121 TPR"", ""study"": ""Hesketh et al., 2022"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}, {""doi"": ""10.1038/s41422-023-00778-3"", ""pmid"": ""36775821"", ""notes"": ""IFT43 C-terminal helices (HC-HD loop, Trp174) interact with IFT121 ZBD"", ""study"": ""Jiang et al., 2023"", ""method"": ""Cryo-EM""}, {""pmid"": ""22275356"", ""notes"": ""Strong Y2H; confirmed with E. coli co-expression"", ""study"": ""Behal et al., 2012"", ""method"": ""Y2H"", ""confidence"": ""medium""}]}"
411,Q9H0F7,ARL6,O43924,PDE6D,0.59723043,Medium,0.82,89.40956,21,44,v4,AF3,No,
246,Q9P2L0,WDR35,Q96FT9,IFT43,0.5954744,Medium,0.41,82.300354,79,123,v4,AF3,Yes,"{""validation_summary"": {""is_validated"": true, ""strongest_method"": ""SF-TAP-MS"", ""validation_count"": 6, ""consensus_confidence"": ""high""}, ""experimental_methods"": [{""doi"": ""10.1038/ncomms11491"", ""pmid"": ""27173156"", ""notes"": """", ""study"": ""Boldt et al., 2016"", ""method"": ""SF-TAP-MS"", ""confidence"": ""high"", ""bait_protein"": ""WDR35""}, {""pmid"": ""36346217"", ""notes"": ""DSSO crosslinking; Tetrahymena IFT-A"", ""study"": ""McCafferty et al., 2022"", ""method"": ""XL-MS"", ""confidence"": ""high""}, {""doi"": ""10.7554/eLife.69786"", ""pmid"": ""34734804"", ""notes"": ""Recombinant Chlamydomonas trimeric complex IFT139/121/43; SEC purification"", ""study"": ""Quidwai et al., 2021"", ""method"": ""Co-purification"", ""confidence"": ""high""}, {""pmid"": ""36462505"", ""notes"": ""IFT43 C-terminal region binds IFT121 TPR"", ""study"": ""Hesketh et al., 2022"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}, {""doi"": ""10.1038/s41422-023-00778-3"", ""pmid"": ""36775821"", ""notes"": ""IFT43 C-terminal helices (HC-HD loop, Trp174) interact with IFT121 ZBD"", ""study"": ""Jiang et al., 2023"", ""method"": ""Cryo-EM""}, {""pmid"": ""22275356"", ""notes"": ""Strong Y2H; confirmed with E. coli co-expression"", ""study"": ""Behal et al., 2012"", ""method"": ""Y2H"", ""confidence"": ""medium""}]}"
887,O75386,TULP3,Q9P0W8,SPATA7,0.59497327,Medium,0.6,82.786194,12,56,v4,AF3,No,
324,Q8N3I7,BBS5,Q3SYG4,BBS9,0.59391326,Medium,0.72,84.705925,33,75,v4,AF3,Yes,"{""validation_summary"": {""is_validated"": true, ""strongest_method"": ""Cryo-EM"", ""validation_count"": 4, ""consensus_confidence"": ""high""}, ""experimental_methods"": [{""doi"": ""10.1038/ncomms11491"", ""pmid"": ""27173156"", ""notes"": """", ""study"": ""Boldt et al., 2016"", ""method"": ""SF-TAP-MS"", ""confidence"": ""high"", ""bait_protein"": ""BBS9""}, {""pmid"": ""31939736"", ""notes"": ""3.1 Å; Two PH domains of BBS5 both interact with β-propeller of BBS9 (PDB: 6VBU)"", ""study"": ""Singh et al., eLife 2020"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}, {""pmid"": ""31303482"", ""notes"": ""Both PH domains bind BBS9 β-propeller; 4.9 Å + XL-MS + Y2H"", ""study"": ""Chou et al., 2019"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}, {""pmid"": ""31951201"", ""notes"": ""Human BBSome core; BBS5 peripheral positioning; poorly resolved; ~3.8 Å"", ""study"": ""Klink et al., 2020"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}]}"
412,Q9H0F7,ARL6,Q16718,NDUFA5,0.5905581,Medium,0.72,83.576485,13,41,v4,AF3,No,
267,Q9Y547,IFT25,Q9Y5X0,SNX10,0.587469,Medium,0.83,88.99033,23,36,v4,AF3,No,
325,Q8N3I7,BBS5,Q96C92,ENTR1,0.5870666,Medium,0.66,85.55445,50,56,v4,AF3,No,
182,Q9H7X7,IFT22,Q9UL03,INTS6,0.58277494,Medium,0.77,81.306946,6,45,v4,AF3,No,
888,O75386,TULP3,Q5VUJ9,EFCAB2,0.58199704,Medium,0.52,78.43392,1,49,v4,AF3,No,
183,Q9H7X7,IFT22,P23919,DTYMK,0.57994014,Medium,0.76,82.82851,21,39,v4,AF3,No,
413,Q9H0F7,ARL6,P50395,GDI2,0.5798622,Medium,0.75,89.6955,,38,v4,AF3,No,
365,Q8NFJ9,BBS1,Q9NVQ4,FAIM,0.5792177,Medium,0.7,87.86147,15,63,v4,AF3,No,
414,Q9H0F7,ARL6,P53597,SUCLG1,0.5785494,Medium,0.78,91.09377,15,28,v4,AF3,No,
326,Q8N3I7,BBS5,P30085,CMPK1,0.5784052,Medium,0.76,86.49863,3,38,v4,AF3,No,
298,Q8IWZ6,BBS7,O95573,ACSL3,0.5777957,Medium,0.71,81.21465,3,48,v4,AF3,No,
109,Q96AJ1,CLUAP1,P31937,HIBADH,0.5735986,Medium,0.73,91.60932,14,41,v4,AF3,No,
889,O75386,TULP3,P46781,RPS9,0.57019615,Medium,0.68,87.44015,10,45,v4,AF3,No,
415,Q9H0F7,ARL6,Q8TCX1,DYNC2LI1,0.56956,Medium,0.79,83.67035,29,60,v4,AF3,No,
126,Q96FT9,IFT43,P09960,LTA4H,0.56758153,Medium,0.71,90.43759,2,18,v4,AF3,No,
2,A0AVF1,IFT56,O75937,DNAJC8,0.5647609,Medium,0.58,85.88395,46,82,v4,AF3,No,
366,Q8NFJ9,BBS1,Q9BUL8,PDCD10,0.56247354,Medium,0.83,84.46996,13,43,v4,AF3,No,
890,O75386,TULP3,P04279,SEMG1,0.55910605,Medium,0.53,80.71702,23,66,v4,AF3,No,
45,Q7Z4L5,TTC21B,Q9HBG6,IFT122,0.5571812,Medium,0.47,84.04444,2,19,v4,AF3,Yes,"{""validation_summary"": {""is_validated"": true, ""strongest_method"": ""SF-TAP-MS"", ""validation_count"": 4, ""consensus_confidence"": ""high""}, ""experimental_methods"": [{""doi"": ""10.1038/ncomms11491"", ""pmid"": ""27173156"", ""notes"": """", ""study"": ""Boldt et al., 2016"", ""method"": ""SF-TAP-MS"", ""confidence"": ""high"", ""bait_protein"": ""IFT122""}, {""pmid"": ""36462505"", ""notes"": ""IFT122 N-terminus in IFT-A2 module with IFT139"", ""study"": ""Hesketh et al., 2022"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}, {""doi"": ""10.1016/j.cell.2022.11.033"", ""pmid"": ""36563665"", ""notes"": ""β-propeller 2 interaction; Leishmania"", ""study"": ""Meleppattu et al., 2022"", ""method"": ""Cryo-EM"", ""confidence"": ""high""}, {""doi"": ""10.1038/s41422-023-00778-3"", ""pmid"": ""36775821"", ""notes"": ""IFT139 C-terminal helices insert into IFT122 first WD40 domain"", ""study"": ""Jiang et al., 2023"", ""method"": ""Cryo-EM""}]}"
